Date,Open,High,Low,Close,Adj Close,Volume
2016-11-01,231.179993,231.919998,225.440002,227.960007,227.960007,144405
2016-12-01,227.880005,230.339996,225.350006,229.589996,229.589996,196758
2017-01-01,229.630005,230.229996,223.699997,224.669998,224.669998,96905
2017-02-01,224.240005,227.300003,223.649994,227.149994,227.149994,63583
2017-03-01,227.039993,227.050003,223.009995,225.880005,225.880005,151118
2017-04-01,225.770004,227.619995,225.570007,226.860001,226.860001,73425
2017-05-01,226.789993,228.389999,225.910004,228.190002,228.190002,65905
2017-06-01,228.059998,230.690002,226.979996,227.009995,227.009995,61286
2017-07-01,227.130005,228.139999,225.119995,227.410004,227.410004,27603
2017-08-01,227.399994,229.529999,227.399994,229.399994,229.399994,47163
2017-09-01,229.509995,230.380005,227.270004,228.169998,228.169998,51988
2017-10-01,227.940002,230.399994,227.399994,230.369995,230.369995,58954
2017-11-01,230.759995,231.809998,229.800003,231.399994,231.399994,66124
2017-12-01,231.639999,232.699997,229.360001,229.360001,229.360001,62105
2018-01-01,229.360001,230.179993,228.149994,228.380005,228.380005,90296
2018-02-01,228.279999,229.220001,227.289993,229.210007,229.210007,65296
2018-03-01,229.029999,232.580002,228.440002,232.580002,232.580002,90916
2018-04-01,232.580002,232.940002,230.559998,231.699997,231.699997,77453
2018-05-01,231.699997,232.300003,227.039993,228.649994,228.649994,86138
2018-06-01,229.770004,230.529999,226.419998,230.429993,230.429993,119783
2018-07-01,230.729996,231.470001,229.089996,229.449997,229.449997,64831
2018-08-01,229.889999,229.889999,227.880005,228.389999,228.389999,64774
2018-09-01,228.419998,229.500000,227.550003,227.770004,227.770004,63835
2018-10-01,227.600006,228.210007,225.169998,227.850006,227.850006,103029
2018-11-01,227.820007,229.169998,226.479996,229.169998,229.169998,525153
2018-12-01,229.089996,232.029999,229.059998,231.470001,231.470001,352357
2019-01-01,231.470001,234.020004,229.919998,234.020004,234.020004,413519
2019-02-01,233.720001,233.820007,232.089996,232.589996,232.589996,181101
2019-03-01,232.910004,237.699997,232.300003,236.929993,236.929993,254352
2019-04-01,236.589996,237.520004,235.479996,236.979996,236.979996,357502
2019-05-01,236.979996,239.509995,236.589996,239.360001,239.360001,230477
2019-06-01,239.559998,244.970001,239.419998,244.860001,244.860001,375902
2019-07-01,244.830002,249.419998,244.339996,249.070007,249.070007,139659
2019-08-01,248.720001,255.889999,248.339996,255.229996,255.229996,162866
2019-09-01,255.330002,255.970001,250.720001,254.029999,254.029999,142392
2019-10-01,253.770004,254.289993,249.610001,251.229996,251.229996,170789
2019-11-01,251.270004,251.500000,247.110001,248.880005,248.880005,511803
2019-12-01,247.899994,248.910004,246.559998,246.809998,246.809998,294352
2020-01-01,246.809998,252.580002,245.750000,252.419998,252.419998,215857
2020-02-01,252.350006,254.139999,250.589996,253.500000,253.500000,155281
2020-03-01,253.839996,256.859985,235.210007,247.830002,247.830002,312628
2020-04-01,248.190002,248.660004,242.000000,247.610001,247.610001,85287
2020-05-01,247.610001,249.119995,244.660004,248.850006,248.850006,112560
2020-06-01,248.850006,251.699997,246.389999,251.220001,251.220001,105355
2020-07-01,250.500000,254.559998,249.869995,253.940002,253.940002,242918
2020-08-01,253.699997,255.050003,251.389999,251.779999,251.779999,129448
2020-09-01,251.889999,255.960007,251.309998,255.119995,255.119995,126459
2020-10-01,255.199997,258.250000,254.979996,257.609985,257.609985,155683
2020-11-01,257.700012,258.820007,255.419998,257.920013,257.920013,152547
2020-12-01,258.179993,259.489990,256.790009,258.260010,258.260010,147327
2021-01-01,258.260010,259.010010,256.010010,256.859985,256.859985,182410
2021-02-01,256.989990,257.089996,250.449997,251.649994,251.649994,192525
2021-03-01,252.490005,253.910004,251.199997,252.119995,252.119995,259536
2021-04-01,252.270004,252.880005,249.199997,249.589996,249.589996,220863
2021-05-01,249.770004,250.490005,246.110001,249.440002,249.440002,127363
2021-06-01,249.259995,251.399994,248.910004,250.470001,250.470001,142877
