Date,Open,High,Low,Close,Adj Close,Volume
2011-01-01,16.969999,17.280001,16.830000,16.830000,16.830000,51646
2011-02-01,16.930000,17.350000,16.879999,17.160000,17.160000,130828
2011-03-01,17.180000,17.180000,15.610000,16.280001,16.280001,103568
2011-04-01,16.330000,16.420000,15.960000,16.209999,16.209999,81433
2011-05-01,16.340000,16.559999,16.010000,16.250000,16.250000,84742
2011-06-01,16.200001,16.200001,15.530000,16.100000,16.100000,107118
2011-07-01,16.150000,16.330000,15.760000,15.850000,15.850000,113855
2011-08-01,15.680000,15.690000,13.860000,15.050000,15.050000,301229
2011-09-01,15.180000,15.710000,14.550000,15.680000,15.680000,109341
2011-10-01,15.610000,15.990000,15.220000,15.690000,15.690000,194071
2011-11-01,15.630000,16.090000,15.200000,16.080000,16.080000,53415
2011-12-01,16.100000,16.740000,15.910000,16.740000,16.740000,77447
2012-01-01,16.950001,17.299999,16.030001,16.230000,16.230000,149128
2012-02-01,16.280001,16.600000,16.230000,16.330000,16.330000,17322
2012-03-01,16.610001,17.080000,16.480000,16.559999,16.559999,15401
2012-04-01,16.700001,16.719999,16.330000,16.500000,16.500000,36566
2012-05-01,16.660000,16.770000,16.370001,16.709999,16.709999,77214
2012-06-01,16.629999,17.270000,16.510000,17.270000,17.270000,10506
2012-07-01,17.270000,18.280001,17.110001,17.559999,17.559999,179166
2012-08-01,17.530001,17.750000,17.120001,17.120001,17.120001,39375
2012-09-01,17.059999,17.270000,16.820000,17.080000,17.080000,151971
2012-10-01,17.129999,17.260000,16.680000,16.809999,16.809999,33738
2012-11-01,16.740000,16.980000,16.059999,16.340000,16.340000,9861
2012-12-01,16.290001,16.570000,16.250000,16.299999,16.299999,19505
2013-01-01,16.549999,16.940001,16.270000,16.270000,16.270000,123924
2013-02-01,16.190001,16.870001,16.180000,16.870001,16.870001,45249
2013-03-01,16.840000,17.770000,16.840000,17.770000,17.770000,67485
2013-04-01,17.879999,18.450001,17.520000,18.290001,18.290001,288766
2013-05-01,18.320000,18.670000,17.450001,17.610001,17.610001,182206
2013-06-01,17.400000,17.500000,16.530001,17.240000,17.240000,102734
2013-07-01,17.360001,17.780001,17.000000,17.379999,17.379999,5537
2013-08-01,17.459999,17.580000,16.549999,16.700001,16.700001,53674
2013-09-01,16.820000,17.209999,16.650000,16.990000,16.990000,53637
2013-10-01,17.070000,17.389999,16.740000,17.290001,17.290001,74301
2013-11-01,17.280001,17.500000,17.020000,17.030001,17.030001,65405
2013-12-01,17.020000,17.020000,16.360001,16.900000,16.900000,29797
2014-01-01,16.600000,17.320000,16.600000,17.190001,17.190001,5286
2014-02-01,17.059999,17.790001,16.870001,17.620001,17.620001,23238
2014-03-01,17.540001,18.059999,17.440001,18.049999,18.049999,84593
2014-04-01,18.020000,18.420000,17.870001,18.350000,18.350000,69473
2014-05-01,18.400000,18.910000,18.280001,18.910000,18.910000,4987
2014-06-01,18.980000,19.670000,18.920000,19.570000,19.570000,46891
2014-07-01,19.620001,19.760000,19.129999,19.129999,19.129999,118926
2014-08-01,18.900000,19.889999,18.620001,19.889999,19.889999,49801
2014-09-01,19.969999,20.370001,19.770000,20.200001,20.200001,89281
2014-10-01,20.090000,20.830000,18.770000,20.760000,20.760000,304565
2014-11-01,20.760000,21.090000,20.350000,20.940001,20.940001,277272
2014-12-01,20.879999,21.889999,19.740000,21.770000,21.770000,506668
2015-01-01,21.480000,23.350000,21.150000,22.889999,22.889999,248507
2015-02-01,22.719999,22.910000,21.900000,22.389999,22.389999,178964
2015-03-01,22.410000,23.209999,22.049999,22.950001,22.950001,275187
2015-04-01,22.990000,23.719999,22.389999,22.450001,22.450001,174611
2015-05-01,22.580000,23.120001,21.750000,22.760000,22.760000,61647
2015-06-01,22.870001,23.030001,21.170000,21.320000,21.320000,38219
2015-07-01,21.469999,22.650000,21.389999,21.969999,21.969999,134140
2015-08-01,21.870001,22.190001,19.500000,20.360001,20.360001,323415
2015-09-01,20.070000,20.360001,19.540001,19.990000,19.990000,465088
2015-10-01,19.940001,21.700001,19.940001,21.160000,21.160000,139475
2015-11-01,21.190001,21.549999,20.530001,21.080000,21.080000,91368
2015-12-01,21.049999,21.170000,19.090000,20.290001,20.290001,168968
2016-01-01,19.820000,20.520000,18.930000,20.520000,20.520000,96584
2016-02-01,20.520000,20.590000,18.980000,20.549999,20.549999,56238
2016-03-01,20.510000,21.139999,20.400000,21.010000,21.010000,28633
2016-04-01,20.870001,21.410000,20.510000,20.920000,20.920000,38912
2016-05-01,21.030001,21.500000,20.760000,21.500000,21.500000,33224
2016-06-01,21.400000,22.469999,20.990000,22.469999,22.469999,175059
2016-07-01,22.620001,23.270000,22.459999,22.629999,22.629999,88192
2016-08-01,22.760000,22.760000,21.490000,21.500000,21.500000,36356
2016-09-01,21.680000,22.340000,21.350000,21.900000,21.900000,44004
2016-10-01,21.799999,22.139999,20.959999,22.030001,22.030001,106631
2016-11-01,22.000000,22.000000,20.670000,21.639999,21.639999,203727
2016-12-01,21.469999,22.799999,21.120001,22.510000,22.510000,106793
2017-01-01,22.610001,22.780001,21.889999,22.010000,22.010000,173723
2017-02-01,22.209999,23.030001,21.820000,23.010000,23.010000,159472
2017-03-01,23.209999,23.299999,22.650000,23.299999,23.299999,161532
2017-04-01,23.350000,23.639999,22.910000,23.020000,23.020000,169942
2017-05-01,22.969999,23.200001,22.400000,22.969999,22.969999,99281
2017-06-01,23.070000,23.430000,22.430000,22.459999,22.459999,152351
2017-07-01,22.440001,22.629999,22.020000,22.080000,22.080000,177134
2017-08-01,22.139999,22.350000,21.680000,22.080000,22.080000,60402
2017-09-01,22.150000,22.440001,21.879999,22.059999,22.059999,58674
2017-10-01,22.209999,22.770000,22.080000,22.620001,22.620001,79460
2017-11-01,22.620001,22.959999,22.040001,22.400000,22.400000,156762
2017-12-01,22.469999,22.750000,22.000000,22.059999,22.059999,190187
2018-01-01,22.059999,22.295000,20.985001,21.035000,21.035000,273011
2018-02-01,21.129999,21.155001,19.902000,20.469999,20.469999,240079
2018-03-01,20.389999,20.565001,19.827999,20.510000,20.510000,79274
2018-04-01,20.510000,21.340000,20.254999,21.340000,21.340000,77559
2018-05-01,21.340000,22.049999,21.295000,22.020000,22.020000,51319
2018-06-01,21.980000,22.340000,21.305000,22.325001,22.325001,135696
2018-07-01,22.200001,23.010000,22.200001,22.830000,22.830000,101541
2018-08-01,22.885000,23.480000,22.590000,22.745001,22.745001,180702
2018-09-01,22.695000,22.985001,22.325001,22.709999,22.709999,81907
2018-10-01,22.850000,23.344999,22.180000,22.825001,22.825001,97843
2018-11-01,22.799999,23.480000,22.549999,23.360001,23.360001,68323
2018-12-01,23.655001,23.709999,21.565001,22.035000,22.035000,134628
2019-01-01,22.035000,23.745001,21.730000,23.695000,23.695000,189364
2019-02-01,23.840000,24.795000,23.635000,24.605000,24.605000,181354
2019-03-01,24.545000,25.500000,24.465000,25.495001,25.495001,183626
2019-04-01,25.615000,25.895000,25.150000,25.780001,25.780001,321028
2019-05-01,25.780001,25.915001,25.055000,25.530001,25.530001,272897
2019-06-01,25.535000,26.360001,25.465000,25.799999,25.799999,178769
2019-07-01,26.195000,26.665001,25.940001,26.514999,26.514999,164636
2019-08-01,26.530001,26.780001,25.540001,26.780001,26.780001,216463
2019-09-01,26.805000,27.674999,26.545000,27.520000,27.520000,181579
2019-10-01,27.670000,27.670000,26.750000,26.965000,26.965000,147643
2019-11-01,27.080000,27.285000,26.790001,27.030001,27.030001,306629
2019-12-01,27.000000,27.870001,26.455000,27.540001,27.540001,182787
2020-01-01,27.540001,29.125000,27.299999,28.725000,28.725000,246519
2020-02-01,28.809999,30.170000,25.799999,26.010000,26.010000,614004
2020-03-01,26.320000,27.605000,19.492001,23.215000,23.215000,696848
2020-04-01,22.455000,25.584999,21.969999,24.565001,24.565001,379910
2020-05-01,24.565001,25.490000,23.395000,24.950001,24.950001,381173
2020-06-01,24.950001,26.150000,23.655001,24.160000,24.160000,255818
2020-07-01,24.254999,24.969999,23.565001,23.570000,23.570000,310499
2020-08-01,23.895000,24.620001,23.535000,23.594999,23.594999,149803
2020-09-01,23.620001,24.370001,23.290001,23.900000,23.900000,247291
2020-10-01,23.980000,24.915001,23.469999,23.760000,23.760000,398084
2020-11-01,23.875000,25.945000,23.780001,24.645000,24.645000,556564
2020-12-01,24.805000,24.885000,23.535000,24.045000,24.045000,497116
2021-01-01,24.045000,25.059999,23.850000,24.219999,24.219999,448583
2021-02-01,24.350000,25.225000,24.055000,24.160000,24.160000,567612
2021-03-01,24.155001,26.715000,24.030001,26.485001,26.485001,533088
2021-04-01,26.545000,26.700001,26.180000,26.590000,26.590000,577891
2021-05-01,26.750000,26.990000,25.825001,26.295000,26.295000,618390
2021-06-01,26.355000,27.309999,26.305000,26.805000,26.805000,420448
