Date,Open,High,Low,Close,Adj Close,Volume
2013-09-01,15.330000,16.950001,15.000000,15.860000,15.860000,109350
2013-10-01,15.890000,16.660000,15.610000,16.510000,16.510000,73227
2013-11-01,16.510000,16.639999,16.320000,16.549999,16.549999,80122
2013-12-01,16.559999,16.559999,15.760000,16.478600,16.478600,77889
2014-01-01,16.549999,17.240000,16.240000,16.770000,16.770000,49915
2014-02-01,16.900000,17.879999,16.570000,17.879999,17.879999,133490
2014-03-01,17.670000,17.940001,17.000000,17.469999,17.469999,310258
2014-04-01,17.549999,18.150000,17.400000,18.030001,18.030001,278077
2014-05-01,18.040001,18.740000,17.959999,18.730000,18.730000,506280
2014-06-01,18.820000,19.280001,18.540001,18.920000,18.920000,343238
2014-07-01,18.920000,19.309999,18.670000,18.879999,18.879999,398746
2014-08-01,18.790001,19.490000,18.350000,19.440001,19.440001,566654
2014-09-01,19.440001,19.500000,18.770000,18.980000,18.980000,411870
2014-10-01,18.990000,19.450001,17.410000,19.450001,19.450001,310182
2014-11-01,19.450001,20.280001,19.260000,20.280001,20.280001,522091
2014-12-01,20.240000,20.730000,19.280001,20.539101,20.539101,760420
2015-01-01,20.780001,23.610001,20.360001,23.290001,23.290001,1334173
2015-02-01,23.459999,24.600000,23.299999,24.540001,24.540001,1013684
2015-03-01,24.719999,24.959999,23.660000,24.530001,24.530001,1732071
2015-04-01,24.629999,25.400000,24.030001,24.080000,24.080000,486857
2015-05-01,24.080000,25.020000,22.760000,23.950001,23.950001,743181
2015-06-01,24.250000,24.309999,22.540001,22.780001,22.780001,2032978
2015-07-01,22.980000,25.049999,22.730000,24.459999,24.459999,446208
2015-08-01,24.600000,25.549999,22.620001,23.559999,23.559999,921860
2015-09-01,23.400000,23.990000,22.770000,23.650000,23.650000,1200043
2015-10-01,23.770000,25.670000,23.350000,25.530001,25.530001,949976
2015-11-01,25.459999,25.700001,23.950001,25.209999,25.209999,782424
2015-12-01,25.250000,25.559999,23.379999,24.243099,24.243099,586949
2016-01-01,24.139999,24.170000,21.459999,22.900000,22.900000,298091
2016-02-01,23.139999,23.139999,20.870001,22.290001,22.290001,254702
2016-03-01,22.420000,23.790001,22.190001,23.580000,23.580000,854003
2016-04-01,23.379999,23.870001,23.100000,23.580000,23.580000,209683
2016-05-01,23.809999,24.700001,23.299999,24.469999,24.469999,711815
2016-06-01,24.299999,24.879999,21.580000,22.900000,22.900000,971739
2016-07-01,23.160000,24.280001,21.620001,24.280001,24.280001,949278
2016-08-01,24.440001,24.480000,23.850000,24.410000,24.410000,437677
2016-09-01,24.500000,24.750000,23.389999,23.760000,23.760000,360684
2016-10-01,23.658400,23.809999,21.940001,22.100000,22.100000,428193
2016-11-01,22.139999,22.219999,21.230000,21.870001,21.870001,544118
2016-12-01,21.760000,22.980000,21.450001,22.980000,22.980000,537167
2017-01-01,23.150000,23.250000,22.049999,22.250000,22.250000,278585
2017-02-01,22.360001,23.459999,22.299999,23.080000,23.080000,302356
2017-03-01,23.250000,23.320000,22.469999,23.250000,23.250000,340158
2017-04-01,23.370001,24.420000,23.170000,24.120001,24.120001,297772
2017-05-01,24.180000,25.100000,24.180000,24.660000,24.660000,265874
2017-06-01,24.719999,25.219999,24.059999,24.160000,24.160000,516210
2017-07-01,24.270000,24.520000,23.750000,24.100000,24.100000,272056
2017-08-01,24.160000,24.469999,23.600000,24.110001,24.110001,94458
2017-09-01,24.200001,24.510000,23.809999,24.410000,24.410000,238942
2017-10-01,24.440001,24.750000,23.930000,24.469999,24.469999,254280
2017-11-01,24.700001,24.980000,24.389999,24.799999,24.799999,644493
2017-12-01,24.920000,25.879999,24.680000,25.879999,25.879999,394747
2018-01-01,25.879999,26.309999,25.295000,25.520000,25.520000,504347
2018-02-01,25.635000,25.730000,23.660000,24.180000,24.180000,527199
2018-03-01,24.150000,25.120001,23.750000,25.065001,25.065001,1105606
2018-04-01,25.065001,26.150000,24.844999,26.084999,26.084999,276826
2018-05-01,26.084999,26.559999,25.969999,26.420000,26.420000,1529267
2018-06-01,26.350000,26.955000,26.205000,26.477501,26.477501,691468
2018-07-01,26.334999,26.815001,26.174999,26.815001,26.815001,505435
2018-08-01,26.705000,27.094999,26.270000,26.834999,26.834999,271321
2018-09-01,26.785000,26.834999,25.955000,26.049999,26.049999,450143
2018-10-01,26.040001,26.059999,24.230000,25.174999,25.174999,423769
2018-11-01,25.360001,26.150000,24.735001,24.955000,24.955000,417746
2018-12-01,25.165001,25.245001,23.299999,23.570000,23.570000,493989
2019-01-01,23.570000,26.325001,23.344999,26.090000,26.090000,604188
2019-02-01,26.129999,26.209999,25.594999,25.844999,25.844999,365569
2019-03-01,25.930000,27.209999,25.700001,27.020000,27.020000,488175
2019-04-01,27.120001,27.420000,26.559999,26.700001,26.700001,421317
2019-05-01,26.700001,27.344999,26.334999,26.670000,26.670000,331801
2019-06-01,26.719999,26.910000,25.490000,25.844999,25.844999,377760
2019-07-01,26.170000,27.075001,25.980000,26.045000,26.045000,201434
2019-08-01,26.049999,26.850000,25.535000,26.840000,26.840000,653803
2019-09-01,26.830000,28.150000,26.190001,28.065001,28.065001,693205
2019-10-01,27.969999,29.424999,27.450001,28.940001,28.940001,372042
2019-11-01,29.165001,29.895000,28.674999,29.690001,29.690001,1977601
2019-12-01,29.805000,30.754999,29.245001,30.559999,30.559999,1635418
2020-01-01,30.559999,31.455000,30.309999,31.100000,31.100000,1129925
2020-02-01,31.275000,32.840000,28.490000,28.860001,28.860001,963706
2020-03-01,28.950001,30.320000,18.559999,22.469999,22.469999,2770544
2020-04-01,21.870001,24.264999,21.440001,23.315001,23.315001,1519938
2020-05-01,23.315001,23.969999,21.565001,23.620001,23.620001,2077906
2020-06-01,23.620001,26.290001,23.620001,23.969999,23.969999,651726
2020-07-01,24.195000,25.000000,23.530001,24.205000,24.205000,316343
2020-08-01,24.184999,25.385000,23.924999,24.780001,24.780001,161816
2020-09-01,24.905001,25.565001,23.559999,24.385000,24.385000,182927
2020-10-01,24.485001,25.299999,22.660000,23.325001,23.325001,164425
2020-11-01,23.410000,26.850000,23.385000,26.340000,26.340000,336270
2020-12-01,26.525000,27.610001,25.545000,27.424999,27.424999,314876
2021-01-01,27.424999,27.635000,26.200001,26.504999,26.504999,174234
2021-02-01,26.545000,27.200001,25.915001,26.285000,26.285000,387010
2021-03-01,26.540001,27.655001,26.379999,27.254999,27.254999,421132
2021-04-01,27.375000,28.955000,27.280001,28.504999,28.504999,222300
2021-05-01,28.610001,29.885000,28.049999,29.639999,29.639999,242760
2021-06-01,29.850000,31.055000,29.775000,29.900000,29.900000,164562
